2023-Jan-01
2024-Jan-01
Ticker,ranking,metricRankSum,priceToValue_rank,priceToValue_value,residualFreeCashFlowToEnterpriseValue_rank,residualFreeCashFlowToEnterpriseValue_value,returnOnInvestedCapitalLessCostOfCapital_rank,returnOnInvestedCapitalLessCostOfCapital_value,Country,Name,ProducingExcess,ReturnOnInvestedCapital,CostOfCapital,PercentInsiders,PercentInstitutions,MarketCapitalizationMln,IPODate,Price,TargetPrice,StrongBuy,Buy,Hold,Sell,StrongSell,URL
NDA.XETRA,301,983,140,0.319122,458,0.0302061,385,0.0453361,Germany,Aurubis AG,Yes,0.0926969,0.0477458,29.999,31.246,3414.13,,60.3498,nan,nan,nan,nan,nan,nan,https://www.aurubis.com
CASA.US,302,985,328,0.807239,51,0.172237,606,0.0125407,United States,Casa Systems Inc,Yes,0.0723034,0.0601244,22.549,66.416,75.3078,2017-12-15,6.17,nan,1,0,0,0,0,https://www.casa-systems.com
GFI.US,303,987,228,0.523085,498,0.0261706,261,0.0695542,South Africa,Gold Fields Ltd ADR,Yes,0.118973,0.0494184,0.001,27.442,10007.7,2007-08-24,8.3175,16.34,0,1,3,1,0,https://www.goldfields.com
ESSITY-B.ST,304,989,399,1.06284,396,0.0374758,194,0.0882262,Sweden,Essity AB (publ),Yes,0.137685,0.0494591,0.056,60.446,178841,,243.787,nan,nan,nan,nan,nan,nan,https://www.essity.com
HPOL-B.ST,305,989,357,0.890547,250,0.0556693,382,0.0466158,Sweden,HEXPOL AB (publ),Yes,0.0966024,0.0550411,21.908,52.984,35270.4,,80.6963,nan,nan,nan,nan,nan,nan,https://www.hexpol.com
SNY.US,306,989,645,4.42116,254,0.0553051,90,0.146551,France,Sanofi ADR,Yes,0.196396,0.0509494,0.006,10.633,115751,2002-07-01,43.7873,65.13,5,2,1,0,0,https://www.sanofi.com
LPP.WAR,307,990,209,0.459491,431,0.0331817,350,0.0517941,Poland,LPP S.A.,Yes,0.109965,0.0581709,43.51,10.923,25787.1,,8002.17,nan,nan,nan,nan,nan,nan,https://www.lppsa.com
GIII.US,308,991,219,0.493293,259,0.0546948,513,0.0242594,United States,G-III Apparel Group Ltd,Yes,0.0830606,0.0592384,12.747,93.582,1138.91,1989-12-14,23.74,23.67,1,0,5,0,0,https://www.giii.com
AAPL.US,309,995,579,2.20836,369,0.0409083,47,0.216724,United States,Apple Inc,Yes,0.264198,0.0543078,0.072,61.317,2.71644e+06,1980-12-12,130.387,nan,22,8,12,2,1,https://www.apple.com
JUN3.XETRA,310,997,205,0.447798,121,0.102482,671,0.00380475,Germany,Jungheinrich AG O.N.VZO,Yes,0.0535161,0.0503502,0,40.432,2720.92,,34.35,nan,nan,nan,nan,nan,nan,https://www.jungheinrich.com
ROK.US,311,998,507,1.6107,408,0.0360839,83,0.157631,United States,Rockwell Automation Inc,Yes,0.205105,0.0528159,0.155,82.848,33345,1987-01-01,238.345,315.95,6,2,14,2,2,https://www.rockwellautomation.com
PLXS.US,312,998,241,0.566429,414,0.0354531,343,0.0525253,United States,Plexus Corp,Yes,0.100801,0.0504256,2.113,97.055,2564.26,1986-02-05,78.21,nan,3,2,1,0,0,https://www.plexus.com
ESSITY-A.ST,313,999,403,1.09104,401,0.0368047,195,0.0880506,Sweden,Essity AB (publ),Yes,0.137685,0.0496348,1.607,80.952,179288,,249.406,nan,nan,nan,nan,nan,nan,https://www.essity.com
AMGN.US,314,1001,381,0.978928,152,0.0866704,468,0.0324831,United States,Amgen Inc,Yes,0.0829472,0.0504641,0.237,79.325,142449,1983-06-17,208.927,255.15,7,1,13,2,2,https://www.amgen.com
LKQ.US,315,1003,238,0.55604,233,0.0616764,532,0.021654,United States,LKQ Corporation,Yes,0.067019,0.045365,0.525,101.191,13252,2003-10-03,33.6581,67.19,4,5,1,1,0,https://www.lkqcorp.com
INTU.US,316,1005,526,1.7032,370,0.0408754,109,0.13034,United States,Intuit Inc,Yes,0.177245,0.0541889,2.881,87.573,149462,1993-03-12,372.767,504.32,15,8,6,0,0,https://www.intuit.com
BZUN.US,317,1006,66,0.152306,397,0.0374011,543,0.0207443,China,Baozun Inc,Yes,0.0541708,0.0334265,0,35.509,186.431,2015-05-21,34.35,9.06,5,3,3,0,0,https://www.baozun.com
CLX.US,318,1007,426,1.18551,289,0.0500609,292,0.0621385,United States,The Clorox Company,Yes,0.110087,0.0521801,0.363,82.309,15500.1,1983-03-21,184.896,157.82,1,2,8,5,3,https://www.thecloroxcompany.com
CL.US,319,1007,496,1.57811,344,0.0436839,167,0.0994677,United States,Colgate-Palmolive Company,Yes,0.149313,0.0545703,0.089,83.044,57397.2,1977-01-03,79.5675,84.41,7,3,12,0,0,https://www.colgatepalmolive.com
NOLA-B.ST,320,1007,310,0.768576,511,0.0249666,186,0.0917925,Sweden,Nolato AB (publ),Yes,0.141779,0.0553705,19.385,56.352,13264.1,,76.4448,nan,nan,nan,nan,nan,nan,https://www.nolato.com
W.US,321,1011,442,1.25705,331,0.0451767,238,0.0736616,United States,Wayfair Inc,Yes,0.126075,0.0546192,5.41,114.188,7247.06,2014-10-02,225.81,91.11,13,5,16,1,1,https://www.wayfair.com
TTC.US,322,1011,415,1.15234,362,0.0416115,234,0.0744026,United States,Toro Co,Yes,0.12292,0.053555,0.348,88.765,8761.32,1987-12-30,91.1993,119,1,2,4,0,0,https://www.thetorocompany.com
JWN.US,323,1012,147,0.337435,378,0.040159,487,0.0285076,United States,Nordstrom Inc,Yes,0.0730506,0.044543,29.443,64.406,2295.83,1986-07-09,28.7568,nan,4,0,11,3,2,https://press.nordstrom.com
TECN.SW,324,1015,510,1.6253,392,0.0378262,113,0.126925,Switzerland,Tecan Group AG,Yes,0.176919,0.0589538,0.393,72.138,3578.68,,429.354,nan,nan,nan,nan,nan,nan,https://www.tecan.com
RL.US,325,1016,161,0.370321,291,0.049885,564,0.0179162,United States,Ralph Lauren Corp Class A,Yes,0.0583913,0.0404752,4.129,113.04,7546.41,1997-06-11,96.5218,nan,6,4,7,2,0,https://www.ralphlauren.com
BERY.US,326,1017,121,0.272312,244,0.0573043,652,0.00627624,United States,Berry Global Group Inc,Yes,0.0399736,0.0336974,0.246,96.883,7260.79,2012-10-04,55.031,75.07,8,4,3,0,0,https://www.berryglobal.com
ATCO-A.ST,327,1018,502,1.60338,343,0.0439936,173,0.0968429,Sweden,Atlas Copco AB Series A,Yes,0.14683,0.0568087,0,74.258,664996,,89.4861,nan,nan,nan,nan,nan,nan,https://www.atlascopcogroup.com
MSI.US,328,1019,492,1.56927,231,0.062374,296,0.0616224,United States,Motorola Solutions Inc,Yes,0.112269,0.0522084,0.457,86.662,46120.9,1977-01-03,163.401,nan,4,3,3,1,0,https://www.motorolasolutions.com
ANDR.VI,329,1024,212,0.472547,239,0.0600017,573,0.0164574,Austria,Andritz AG,Yes,0.0639131,0.0474557,31.496,32,4674.18,,34.9618,nan,nan,nan,nan,nan,nan,https://www.andritz.com
GN.CO,330,1025,506,1.60523,328,0.0456,191,0.0905617,Denmark,GN Store Nord,Yes,0.140529,0.0553228,0,30.207,17849.5,,483.274,nan,nan,nan,nan,nan,nan,https://www.gn.com
MCO.US,331,1026,494,1.57238,407,0.0362855,125,0.115946,United States,Moodys Corporation,Yes,0.165791,0.0588442,0.219,92.927,58269,2000-10-03,282.719,nan,7,3,11,1,0,https://www.moodys.com
TJX.US,332,1026,535,1.7967,441,0.0320164,50,0.211146,United States,The TJX Companies Inc,Yes,0.268863,0.060539,0.092,93.052,101686,1988-01-05,65.0872,90.2,14,5,6,0,0,https://www.tjx.com
DVA.US,333,1031,257,0.600823,349,0.0427048,425,0.0393564,United States,DaVita HealthCare Partners Inc,Yes,0.0797304,0.040374,3.234,90.032,8179.57,1995-10-31,117.4,114,1,0,7,2,0,https://www.davita.com
TGT.US,334,1032,276,0.676716,286,0.0501578,470,0.031907,United States,Target Corporation,Yes,0.0892171,0.0573101,0.196,81.509,48473.1,1983-04-06,165.186,151,10,4,21,0,1,https://corporate.target.com
FORN.SW,335,1036,333,0.824075,325,0.0457816,378,0.0471225,Switzerland,Forbo Holding AG,Yes,0.0971173,0.0584083,31.184,28.455,1474.92,,1450.78,nan,nan,nan,nan,nan,nan,https://www.forbo.com
ALFA.ST,336,1039,361,0.89634,247,0.0564588,431,0.0385901,Sweden,Alfa Laval AB,Yes,0.0885768,0.0539507,29.598,44.349,150905,,213.729,nan,nan,nan,nan,nan,nan,https://www.alfalaval.com
NVDA.US,337,1042,554,1.97857,350,0.0426049,138,0.111779,United States,NVIDIA Corporation,Yes,0.169496,0.0667485,4.041,68.653,1.10612e+06,1999-01-22,130.256,581.1,38,12,3,0,0,https://www.nvidia.com
FORM.US,338,1043,433,1.23192,266,0.0536979,344,0.0522571,United States,FormFactor Inc,Yes,0.102102,0.0583567,1.073,98.905,2617.02,2003-06-12,43.02,35.5,3,2,5,0,0,https://www.formfactor.com
KNT.TO,339,1044,404,1.09865,578,0.0155208,62,0.181751,Canada,K92 Mining Inc,Yes,0.231573,0.0590942,3.694,57.237,1258.31,,7.61,nan,nan,nan,nan,nan,nan,https://www.k92mining.com
ORNBV.HE,340,1044,377,0.954736,194,0.0710875,473,0.0308052,Finland,Orion Oyj B,Yes,0.0808372,0.0582509,3.431,40.469,5180.15,,33.3693,nan,nan,nan,nan,nan,nan,https://www.orion.fi
BMTR.JK,341,1050,35,0.0832734,405,0.036432,610,0.0120102,Indonesia,Global Mediacom Tbk,Yes,0.0508914,0.0388812,51.996,1.891,4.38247e+06,1995-07-17,290,nan,nan,nan,nan,nan,nan,https://mediacom.co.id
DOL.TO,342,1053,618,3.07025,426,0.0341662,9,0.375131,Canada,Dollarama Inc,Yes,0.432814,0.0579992,2.986,55.567,26344.3,,51.3816,nan,nan,nan,nan,nan,nan,https://www.dollarama.com
MKSI.US,343,1053,396,1.0418,274,0.0522648,383,0.046537,United States,MKS Instruments Inc,Yes,0.0963821,0.0539961,0.73,101.357,5849.83,1999-03-26,147.016,111.57,5,1,1,0,0,https://www.mksinst.com
FAGR.BR,344,1055,439,1.24589,404,0.036437,212,0.0835609,Belgium,Fagron NV,Yes,0.133232,0.0496706,5.124,83.334,1233.48,,18.5265,nan,nan,nan,nan,nan,nan,https://www.fagron.com
LW.US,345,1057,388,1.0171,514,0.0245113,155,0.106741,United States,Lamb Weston Holdings Inc,Yes,0.151206,0.0444648,0.395,88.859,13480.5,2016-11-10,75.7885,124.57,4,2,1,0,1,https://www.lambweston.com
PWR.US,346,1057,264,0.636389,295,0.0496865,498,0.0268188,United States,Quanta Services Inc,Yes,0.0766639,0.0535018,1.354,92.249,25077.3,1998-02-12,71.5587,190.27,11,1,3,2,0,https://www.quantaservices.com
ALSN.SW,347,1059,329,0.810533,273,0.0522977,457,0.034353,Switzerland,Also Holding AG,Yes,0.0843477,0.0537217,51.304,16.158,2953.39,,244.006,nan,nan,nan,nan,nan,nan,https://www.also.com
SAN.PA,348,1060,498,1.58079,216,0.0655761,346,0.0521292,France,Sanofi SA,Yes,0.101238,0.0491083,11.359,46.57,109338,,70.2286,nan,nan,nan,nan,nan,nan,https://www.sanofi.com
EGRX.US,349,1061,297,0.721274,120,0.10336,644,0.00693545,United States,Eagle Pharmaceuticals Inc,Yes,0.0567806,0.0567152,13.239,90.412,180,2014-02-12,46.57,17,1,0,0,0,0,https://www.eagleus.com
NCC-B.ST,350,1061,542,1.86608,372,0.0407167,147,0.108506,Sweden,NCC AB (publ),Yes,0.156342,0.0478362,4.572,52.787,11493.5,,129.811,nan,nan,nan,nan,nan,nan,https://www.ncc.se
MSFT.US,351,1064,543,1.87309,395,0.037697,126,0.115891,United States,Microsoft Corporation,Yes,0.163839,0.0552069,0.052,73.212,2.3909e+06,1986-03-13,216.603,386.95,32,13,7,0,1,https://www.microsoft.com
BURL.US,352,1067,578,2.18331,455,0.0305045,34,0.246305,United States,Burlington Stores Inc,Yes,0.304023,0.0577804,0.369,108.485,8751.75,2013-10-02,261.55,205.78,11,5,4,0,1,https://www.burlingtoninvestors.com
NOA.TO,353,1067,73,0.165167,561,0.0171716,433,0.0384706,Canada,North American Construction Group Ltd,Yes,0.0759962,0.0375257,9.361,80.164,788.007,,11.9108,nan,nan,nan,nan,nan,nan,https://nacg.ca
CAKE.US,354,1068,100,0.218934,512,0.0248924,456,0.0344325,United States,The Cheesecake Factory,Yes,0.0772517,0.0428191,6.968,96.382,1498.78,1992-09-17,35.0283,36.85,5,0,9,1,2,https://www.thecheesecakefactory.com
TXN.US,355,1071,529,1.70797,352,0.0425251,190,0.0906796,United States,Texas Instruments Incorporated,Yes,0.140525,0.0571267,0.215,88.403,142551,1953-01-01,151.203,183.94,8,2,19,3,1,https://www.ti.com
SANOMA.HE,356,1076,489,1.50432,464,0.0290374,123,0.116786,Finland,Sanoma Oyj,Yes,0.166818,0.0531758,58.191,18.245,1242.47,,12.0631,nan,nan,nan,nan,nan,nan,https://www.sanoma.com
BIM.PA,357,1077,523,1.69704,355,0.0421752,199,0.0869481,France,Biomerieux SA,Yes,0.136591,0.0576202,64.282,19.487,11150.9,,112.548,nan,nan,nan,nan,nan,nan,https://www.biomerieux.com
HBH.XETRA,358,1079,49,0.110816,419,0.0350819,611,0.0119462,Germany,Hornbach Holding VZO O.N.,Yes,0.0467746,0.0348285,37.5,36.919,935.596,,72.1993,nan,nan,nan,nan,nan,nan,https://www.hornbach-holding.de
ERO.TO,359,1082,362,0.896614,537,0.0213228,183,0.0927322,Canada,Ero Copper Corp,Yes,0.142555,0.0553792,13.688,70.649,1733.74,,20.42,nan,nan,nan,nan,nan,nan,https://www.erocopper.com
PSAN.XETRA,360,1082,428,1.19902,427,0.0340795,227,0.0782151,Germany,PSI Software AG,Yes,0.128151,0.0563671,40.878,32.032,346.157,,23.5674,nan,nan,nan,nan,nan,nan,https://www.psi.de
VZ.US,361,1085,132,0.306814,269,0.0530192,684,0.0026687,United States,Verizon Communications Inc,Yes,0.0424888,0.0398201,0.033,63.936,133520,2000-07-23,49.6437,40.13,4,3,20,0,1,https://www.verizon.com
ASSA-B.ST,362,1085,444,1.26036,282,0.0506725,359,0.0507014,Sweden,ASSA ABLOY AB (publ),Yes,0.100688,0.0536544,1.751,67.175,272696,,192.216,nan,nan,nan,nan,nan,nan,https://www.assaabloy.com
VIRP.PA,363,1088,500,1.59222,500,0.0261275,88,0.151429,France,Virbac SA,Yes,0.201071,0.0566481,50.383,26.64,2323.08,,235.377,nan,nan,nan,nan,nan,nan,https://corporate.virbac.com
CBRE.US,364,1090,347,0.856645,321,0.0459694,422,0.0395165,United States,CBRE Group Inc Class A,Yes,0.0893616,0.051652,0.546,99.477,22550,2004-06-10,62.72,95.5,5,0,4,0,0,https://www.cbre.com
WKL.AS,365,1090,431,1.22156,227,0.0629881,432,0.0385063,Netherlands,Wolters Kluwer N.V.,Yes,0.0883763,0.052204,0.041,66.273,28988.3,,65.6141,nan,nan,nan,nan,nan,nan,https://wolterskluwer.com
RH.US,366,1091,655,7.87694,411,0.0356008,25,0.283617,United States,RH,Yes,0.336229,0.0526121,15.71,88.641,4568.4,1998-06-19,447.52,285.67,6,1,12,1,0,https://www.rh.com
ASGN.US,367,1091,326,0.801989,262,0.0541857,503,0.0264368,United States,ASGN Inc,Yes,0.0764358,0.049999,3.752,96.035,3882.16,1992-09-22,83.53,79.86,3,0,3,2,0,https://www.asgn.com
FN.US,368,1095,316,0.782103,496,0.0262164,283,0.0639725,Cayman Islands,Fabrinet,Yes,0.111921,0.0561454,0.496,100.166,6093.08,2010-06-25,77.59,153.8,2,2,1,0,0,https://www.fabrinet.com
AOS.US,369,1096,386,1.00051,326,0.0456958,384,0.0454124,United States,Smith AO Corporation,Yes,0.0952576,0.0584848,0.843,95.364,10126.5,1984-09-07,51.7314,75.63,3,0,9,1,1,https://www.aosmith.com
VRSN.US,370,1098,653,6.85306,443,0.0318139,2,1.98796,United States,VeriSign Inc,Yes,2.03781,0.0561353,0.947,94.277,20868.1,1998-01-29,216.4,227.45,1,0,3,0,0,https://www.verisign.com
CATG.PA,371,1102,123,0.280814,665,0.00112191,314,0.0594102,France,SA Catana Group,Yes,0.101636,0.0422257,0,24.689,185.329,,3.3175,nan,nan,nan,nan,nan,nan,https://www.catanagroup.com
BPOP.US,372,1104,57,0.134274,339,0.0441034,708,0.000250649,United States,Popular Inc,Yes,0.0514191,0.0511684,1.762,89.349,4463.98,1990-03-26,51.5461,80,2,3,1,0,0,https://www.popular.com
FDS.US,373,1106,531,1.73218,468,0.0284606,107,0.131075,United States,FactSet Research Systems Inc,Yes,0.178265,0.0535948,0.115,90.366,16679.8,1996-07-03,323.806,441.22,3,3,11,3,1,https://www.factset.com
DHI.US,374,1107,342,0.848807,558,0.0179304,207,0.0842918,United States,DR Horton Inc,Yes,0.131766,0.0504359,10.858,87.911,35284.4,1992-06-05,66.9038,142.89,10,3,9,1,0,https://www.drhorton.com
SLGN.US,375,1109,198,0.440093,340,0.0440756,571,0.016568,United States,Silgan Holdings Inc,Yes,0.0569914,0.0404234,24.466,68.575,4677.1,1997-02-13,35.5302,51.7,7,2,1,1,0,https://www.silganholdings.com
SOI.PA,376,1109,330,0.814533,625,0.00922747,154,0.10737,France,Soitec SA,Yes,0.156451,0.0540227,18.619,48.727,5609.76,,159.3,nan,nan,nan,nan,nan,nan,https://www.soitec.com
UCTT.US,377,1110,314,0.780002,440,0.0321127,356,0.0511325,United States,Ultra Clean Holdings Inc,Yes,0.101215,0.0502707,2.421,91.084,1323.5,2004-03-25,31.15,39.33,2,1,0,0,0,https://www.uct.com
FLS.CO,378,1111,375,0.951061,402,0.0367708,334,0.0561764,Denmark,FLSmidth & Co.,Yes,0.106393,0.0503672,0.129,35.431,15171.2,,224.352,nan,nan,nan,nan,nan,nan,https://www.flsmidth.com
SK.PA,379,1112,211,0.47229,214,0.0665135,687,0.00256018,France,SEB SA,Yes,0.0444796,0.0419194,47.859,26.821,5384.76,,126.913,nan,nan,nan,nan,nan,nan,https://www.groupeseb.com
TTMI.US,380,1117,222,0.507147,375,0.0405294,520,0.0232031,United States,TTM Technologies Inc,Yes,0.0776326,0.0544295,1.632,98.447,1343.05,2000-09-21,13.795,17.19,1,1,2,1,0,https://www.ttm.com
NST.AU,381,1119,247,0.579509,418,0.0350869,454,0.0347617,,Northern Star Resources Ltd,Yes,0.0825897,0.0532168,1.219,51.929,13308,,11.8466,nan,nan,nan,nan,nan,nan,https://www.nsrltd.com
STM.XETRA,382,1121,334,0.82446,303,0.0482351,484,0.0293807,Luxembourg,Stabilus S.A.,Yes,0.0762356,0.0468548,0,69.19,1509.17,,54.5362,nan,nan,nan,nan,nan,nan,https://www.stabilus.com
FCC.MC,383,1122,87,0.188864,566,0.0168909,469,0.0321326,Spain,Fomento de Construcciones y Contratas SA,Yes,0.0674007,0.0352681,84.484,8.806,5480,,7.9599,nan,nan,nan,nan,nan,nan,https://www.fcc.es/es/
SKF-B.ST,384,1124,358,0.891183,472,0.0279688,294,0.0616991,Sweden,AB SKF (publ),Yes,0.111686,0.0514099,0.806,67.979,82418.6,,191.879,nan,nan,nan,nan,nan,nan,https://www.skf.com
PON1V.HE,385,1125,268,0.647002,380,0.04006,477,0.0303455,Finland,Ponsse Oyj 1,Yes,0.0803775,0.0533165,65.311,15.487,659.056,,27.5864,nan,nan,nan,nan,nan,nan,https://www.ponsse.com
MMM.US,386,1127,337,0.831191,197,0.0708657,593,0.0146003,United States,3M Company,Yes,0.0646831,0.0511912,0.125,67.402,49800.7,1970-01-02,153.256,112.96,0,0,15,2,2,https://www.3m.com
AMD.US,387,1133,566,2.10186,552,0.0185209,15,0.340134,United States,Advanced Micro Devices Inc,Yes,0.389979,0.0590102,0.477,74.466,173264,1979-10-15,91.71,nan,25,7,14,0,0,https://www.amd.com
FOXF.US,388,1134,474,1.42109,562,0.0170939,98,0.135,United States,Fox Factory Holding Corp,Yes,0.192717,0.0663297,0.258,105.637,4143.55,2013-08-12,105.71,125.25,5,1,2,0,0,https://www.ridefox.com
CE.US,389,1134,533,1.75851,548,0.0196247,53,0.201557,United States,Celanese Corporation,Yes,0.251592,0.0500346,0.364,97.64,13098.2,2005-01-21,121.731,129.91,5,3,13,2,0,https://www.celanese.com
MTD.US,390,1135,610,2.82573,508,0.0255172,17,0.334837,United States,Mettler-Toledo International Inc,Yes,0.384682,0.0571181,1.492,96.785,23651.8,1997-11-13,1139.68,1360.17,2,0,10,0,1,https://www.mt.com
SKF-A.ST,391,1135,364,0.900017,476,0.0277442,295,0.0616991,Sweden,AB SKF (publ),Yes,0.111686,0.051473,1.512,72.699,82418.6,,193.741,nan,nan,nan,nan,nan,nan,https://www.skf.com
AAP.US,392,1137,331,0.816868,425,0.0341785,381,0.0467286,United States,Advance Auto Parts Inc,Yes,0.0950842,0.0483556,1.103,92.056,3207.83,2001-11-29,146.604,76.16,1,0,22,1,1,https://www.advanceautoparts.com
CSU.TO,393,1137,626,3.3224,452,0.0309018,59,0.188953,Canada,Constellation Software Inc.,Yes,0.238776,0.0583317,5.842,41.266,59066.2,,1640.06,nan,nan,nan,nan,nan,nan,https://www.csisoftware.com
CIE.MC,394,1143,216,0.47856,444,0.0318111,483,0.0294008,Spain,CIE Automotive S.A.,Yes,0.0689425,0.0395418,52.268,35.121,3007.54,,20.6436,nan,nan,nan,nan,nan,nan,https://www.cieautomotive.com
MMS.US,395,1145,422,1.17465,457,0.0302413,266,0.0671076,United States,Maximus Inc,Yes,0.114582,0.054505,1.047,103.19,4514.4,1997-06-12,69.9996,100.67,1,2,0,0,0,https://www.maximus.com
SUR.XETRA,396,1146,106,0.241695,450,0.031054,590,0.0146916,Germany,Surteco Group SE,Yes,0.0521264,0.0374349,83.1,6.976,235.687,,21.7566,nan,nan,nan,nan,nan,nan,https://www.surteco-group.com
BOOZT.ST,397,1146,366,0.910975,361,0.0418343,419,0.0401627,Sweden,Boozt AB,Yes,0.0901493,0.0565357,3.869,74.369,6015.63,,186.8,nan,nan,nan,nan,nan,nan,https://www.booztfashion.com
BOSN.SW,398,1149,420,1.17066,462,0.0291848,267,0.0667953,Switzerland,Bossard Holding AG,Yes,0.11679,0.0532488,12.518,30.421,1413.46,,170.972,nan,nan,nan,nan,nan,nan,https://www.bossard.com
COST.US,399,1150,367,0.919744,442,0.0319747,341,0.0528183,United States,Costco Wholesale Corp,Yes,0.100008,0.0534219,0.2,70.55,246870,1993-09-22,360.453,547.34,20,6,10,1,0,https://www.costco.com
DISH.US,400,1151,156,0.353565,519,0.0237924,476,0.0306014,United States,DISH Network Corporation,Yes,0.0684004,0.037799,15.199,84.821,2669.36,1995-06-20,32.34,nan,6,1,9,1,0,https://www.dish.com
NOC.US,401,1153,340,0.841169,403,0.0365044,410,0.0423058,United States,Northrop Grumman Corporation,Yes,0.0900161,0.0477103,0.232,82.54,64036.2,1981-12-31,290.298,499.94,6,2,12,1,0,https://www.northropgrumman.com
FIE.XETRA,402,1155,575,2.15748,505,0.0259081,75,0.169683,Germany,Fielmann Aktiengesellschaft,Yes,0.219394,0.0556702,72.908,7.972,3457.38,,61.878,nan,nan,nan,nan,nan,nan,https://www.fielmann.eu
ATEA.OL,403,1156,230,0.531857,230,0.06278,696,0.00160056,Norway,Atea ASA,No,0.0515678,0.0524592,28.133,50.912,13392.5,,106.989,nan,nan,nan,nan,nan,nan,https://www.atea.com
BTI.US,404,1156,226,0.510462,298,0.0489418,632,0.00858356,United Kingdom,British American Tobacco p.l.c.,Yes,0.050848,0.0422644,0.243,7.982,69529.7,1980-04-14,29.4981,45.17,3,1,1,0,0,https://www.bat.com
BLD.US,405,1161,480,1.47207,429,0.0336077,252,0.0717099,United States,Topbuild Corp,Yes,0.121555,0.053879,0.438,98.93,7783.4,2015-07-01,184.08,nan,6,0,5,0,0,https://www.topbuild.com
SHW.US,406,1162,550,1.91887,389,0.0383649,223,0.0797741,United States,Sherwin-Williams Co,Yes,0.129857,0.0531562,8.129,78.362,65534.4,1985-07-01,238.375,nan,11,5,12,1,0,https://www.sherwin-williams.com
GIS.US,407,1164,288,0.700743,248,0.0562667,628,0.00871541,United States,General Mills Inc,Yes,0.0534562,0.0447408,0.226,79.121,36324.1,1983-06-10,53.6084,nan,3,2,13,2,1,https://www.generalmills.com
BBCA.JK,408,1166,332,0.818985,309,0.0475567,525,0.0225678,Indonesia,Bank Central Asia Tbk,Yes,0.0726778,0.0591415,58.107,19.655,1.09715e+09,2000-05-31,6369.84,nan,nan,nan,nan,nan,nan,https://www.bca.co.id
KNEBV.HE,409,1166,452,1.31133,376,0.0403947,338,0.0546741,Finland,KONE Oyj,Yes,0.104706,0.0585642,28.31,30.568,21692.9,,60.3123,nan,nan,nan,nan,nan,nan,https://www.kone.com
PHIA.AS,410,1168,398,1.05583,211,0.0673971,559,0.0183964,Netherlands,Koninklijke Philips NV,Yes,0.0685064,0.0524173,0.119,70.705,17608.9,,41.1028,nan,nan,nan,nan,nan,nan,https://www.philips.com
BC8.XETRA,411,1170,490,1.50557,495,0.0263497,185,0.091912,Germany,Bechtle AG,Yes,0.141623,0.0583493,35.044,42.116,5473.44,,57.1731,nan,nan,nan,nan,nan,nan,https://www.bechtle.com
TREL-B.ST,412,1171,259,0.614637,357,0.042029,555,0.0188781,Sweden,Trelleborg AB (publ),Yes,0.0666087,0.0477307,0.274,58.099,71426.7,,170.104,nan,nan,nan,nan,nan,nan,https://www.trelleborg.com
HSIC.US,413,1173,409,1.13657,447,0.0314414,317,0.0587027,United States,Henry Schein Inc,Yes,0.108548,0.0548253,1.036,99.479,9710.3,1995-11-03,66.86,nan,0,2,10,1,1,https://www.henryschein.com
SAIC.US,414,1175,466,1.37054,297,0.04903,412,0.0418444,United States,Science Applications International Corp,Yes,0.0966656,0.0548213,0.676,80.255,5659.85,2013-09-16,90.325,117.6,2,1,6,1,0,https://www.saic.com
RIO.AU,415,1176,293,0.713498,354,0.0422165,529,0.0221971,,Rio Tinto Ltd,Yes,0.0719051,0.0555145,10.825,35.96,45199.3,,100.416,nan,nan,nan,nan,nan,nan,https://www.riotinto.com
PRU.AU,416,1181,192,0.431958,546,0.0199395,443,0.0370666,,Perseus Mining Ltd,Yes,0.0848946,0.0512583,0.586,56.919,2328.19,2004-09-22,1.2438,nan,nan,nan,nan,nan,nan,https://www.perseusmining.com
DSV.CO,417,1182,605,2.6838,516,0.0243376,61,0.184384,Denmark,DSV Panalpina A/S,Yes,0.23549,0.055892,17.7,49.837,232881,,1007.05,nan,nan,nan,nan,nan,nan,https://www.dsv.com
GNRC.US,418,1182,547,1.9044,479,0.0275875,156,0.105714,United States,Generac Holdings Inc,Yes,0.15556,0.0560638,1.628,90.534,6603.94,2010-02-11,227.41,142.3,10,4,9,2,1,https://www.generac.com
ADP.US,419,1183,593,2.42192,424,0.0346834,166,0.0994981,United States,Automatic Data Processing Inc,Yes,0.147446,0.0555366,0.11,83.041,98613.7,1983-04-06,165.915,nan,2,1,11,3,2,https://www.adp.com
B7E.XETRA,420,1190,251,0.586479,618,0.00991925,321,0.0583642,Germany,Blue Cap AG,Yes,0.106419,0.0480547,52.01,23.818,76.7154,,16.3158,nan,nan,nan,nan,nan,nan,https://www.blue-cap.de
VOLV-B.ST,421,1190,287,0.699246,366,0.0412552,537,0.0211697,Sweden,AB Volvo (publ),Yes,0.0648662,0.0436965,4.959,54.991,461486,,149.124,nan,nan,nan,nan,nan,nan,https://www.volvogroup.com
SOBI.ST,422,1192,286,0.698716,586,0.0143831,320,0.0586246,Sweden,Swedish Orphan Biovitrum AB (publ),Yes,0.106944,0.0483194,3.988,68.472,78619.4,,158.654,nan,nan,nan,nan,nan,nan,https://www.sobi.com
